Title,body,manual
"Playful Environment, Flexible Hours",QR Code Link to This Post Do you enjoy caring for and teaching young children ages 0 6 Would you like control over how many and which days you work Apply to become a child care substitute teacher with Raise Montana today No experience necessary training provided Inquire for more info or apply at https www raisemt org substituteservice,1
Toddler Lead Teacher - $1000 Signing Bonus Avaliable,QR Code Link to This Post Palouse Early Learning Center is looking for a full time toddler teacher for our site 1 location Teacher will work with students from 1 2 years of age Teacher must have experience working with this particular age group and the ability to lead others delegate duties plan and implement daily and weekly lesson plans communicate effectively with staff students and parents and remain positive in a sometimes stressful and demanding position Sign on bonuses up to 1 000 are available for 12 month commitment terms Please email a resume to set up an interview Qualifications High School Diploma or Equivalent Degree required Bachelors or Associates Degree preferred 1 year experience working with children 3 5 years of age preferred Benefits Paid Time Off Free Childcare Tuition Reimbursement Scholarships offered through IdahoStars for professionals who want to earn credentials credits or degrees in early childcare or related fields Up to 1000 sign on bonuses available for 12 month commitment terms For more information visit https idahostars org Child Care Providers Professional Development Scholarships Palouse Early Learning Center is also looking to fill the following positions Full Time Lead Infant Teacher Starting wage 14 Hourly DOE Full Time Lead PreK Teacher Starting wage 14 Hourly DOE Part Time Assistants Starting wage 12 Hourly DOE We are also accepting applications for Emergency Subs for limited hours 20 hourly DOE For more information on the above positions see the corresponding job listings or email with further questions ,1
Early Childhood Substitutes Needed!,QR Code Link to This Post Palouse Early Learning Center is hiring substitute teachers for our team Substitutes are compensated at 20 hour because we value your support Applicants must either be licensed in the city of Moscow or have the ability to get licensed within 30 days application obtaining cpr first aid and online training required for licensing Willingness to cover shifts on short notice and open availability is preferred but any availability will be considered Email for an interview Qualifications High School Diploma or Equivalent Degree required Bachelors or Associates Degree preferred 1 year experience working with children preferred Benefits Free Childcare Tuition Reimbursement Scholarships offered through IdahoStars for professionals who want to earn credentials credits or degrees in early childcare or related fields For more information visit https idahostars org Child Care Providers Professional Development Scholarships Palouse Early Learning Center is also looking to fill the following positions Full Time Lead Infant Teacher Starting wage 14 Hourly DOE Full Time Lead PreK Teacher Starting wage 14 Hourly DOE Part Time Assistants Starting wage 12 Hourly DOE Part Time Office Assistant Starting Wage DOE For more information on the above positions see the corresponding job listings or email with further questions ,1
Preschool Lead Teacher - $1000 Signing Bonus Available!,QR Code Link to This Post Preschool Lead Teacher 1000 Signing Bonus Available Palouse Early Learning Center is looking for a Full Time PreK teacher for our site 1 location Teacher will work with students from 3 5 years of age Teacher must have experience working with this particular age group and the ability to lead others delegate duties plan and implement daily and weekly lesson plans communicate effectively with staff students and parents and remain positive in a sometimes stressful and demanding position Sign on bonuses up to 1 000 are available for 12 month commitment terms Please email a resume to set up an interview Benefits Paid Time Off Free Childcare Tuition Reimbursement Scholarships offered through IdahoStars for professionals who want to earn credentials credits or degrees in early childcare or related fields Up to 1000 sign on bonuses available for 12 month commitment terms For more information visit https idahostars org Child Care Providers Professional Development Scholarships Qualifications High School Diploma or Equivalent Degree required Bachelors or Associates Degree preferred 1 year experience working with children 3 5 years of age preferred Palouse Early Learning Center is also looking to fill the following positions Full Time Lead Infant Teacher Starting wage 14 Hourly DOE Full Time Lead PreK Teacher Starting wage 14 Hourly DOE Part Time Assistants Starting wage 12 Hourly DOE Part Time Office Assistant Starting Wage DOE We are also accepting applications for Emergency Subs for limited hours 20 hourly DOE For more information on the above positions see the corresponding job listings or email with further questions ,1
Childcare Providers Needed! - Part Time Assistant Teachers,QR Code Link to This Post Palouse Early Learning Center is looking for part time teaching assistants Applicants must work well with others be flexible follow directions work well under pressure and have some experience working with children Shifts will vary depending on applicant availability PELC is willing to work around school schedules or other obligations for our part time staff Please email a resume to set up an interview Benefits Paid Time Off Free Childcare Tuition Reimbursement Scholarships offered through IdahoStars for professionals who want to earn credentials credits or degrees in early childcare or related fields Up to 1000 sign on bonuses available for 12 month commitment terms For more information visit https idahostars org Child Care Providers Professional Development Scholarships Qualifications High School Diploma or Equivalent Degree required Bachelors or Associates Degree preferred 1 year experience working with children preferred Palouse Early Learning Center is also looking to fill the following positions Full Time Lead Infant Teacher Starting wage 14 Hourly DOE Full Time Lead PreK Teacher Starting wage 14 Hourly DOE Part Time Assistants Starting wage 12 Hourly DOE Part Time Office Assistant Starting Wage DOE We are also always accepting applications for Emergency Subs for limited hours 20 hourly DOE For more information on the above positions see the corresponding job listings or email with further questions ,1
Childcare/preschool teacher,QR Code Link to This Post DOE employment type part time Wanting caring energetic fun loving Childcare Preschool teachers to join our team at our Inhome Childcare In business since 1994 Must have negative TB test results child first aid and cpr current Pass a background check Our Childcare preschool has one part time opening and one fulltime with experience working with children Please email your resume Position starts mid December Email resume with references Serious applicants only please Thank you ,1
Assistant Child Care Teacher,QR Code Link to This Post Kid s World Childcare is accepting applications for FULL TIME or PART TIME ON CALL assistant teachers Hours and shifts are variable and could be up to 40 hours per week Applicant must be available between the hours of 6 30 am 5 30 pm Monday Friday and must be able to work at any one of our locations Successful applicants will be self motivated team players who share our mission have a strong work ethic and sincere commitment to children We are looking for nurturing individuals that understand the importance of quality early learning and the role it has on early childhood development Applicants must be willing to meet Washington s educational requirements for early learning A qualified applicant must Be 18 years of age or older Pass an FBI fingerprint criminal background check Enroll in the Division of Children Youth and Families MERIT system Have obtain First Aid CPR card Have obtain prior to first day a TB test Have obtain BBP HIV training Reliable Transportation Must be willing to obtain on going education EQUAL OPPORTUNITY EMPLOYER To request an application and an interview please email kidsworld2002 gmail com Kid s World Childcare will email you an application that can be downloaded and emailed back to us Once the request is received we will set up an interview ,1
Part Time Academic Tutor,QR Code Link to This Post Success Learning Center Inc offers private tutoring in Twin Falls serving Magic Valley Success Learning Center is dedicated to helping students excel by providing individualized attention tailored instruction and a hands on engaging approach to learning We are seeking academic tutors who share a passion for education Not only are we looking for qualified individuals but we are searching for credentialed teachers or aspiring educators who are personable kind patient and engaging Our tutors work with Pre K College students in all subjects while focusing on essential skills Depending on the students needs tutors focus on various subject areas including fluency reading comprehension writing phonics mathematics and more Bachelor s Degree preferred The ideal candidates are certified teachers college graduates or students currently enrolled in teaching programs Hours are flexible based on demand We work with your schedule ,1
Experienced EEC Assistant Director with DII Qualifications,QR Code Link to This Post Childrens Playhouse Daycare is a privately owned company established in 1993 Our location is looking for an experienced Assistant Director with DII Qualifications We are currently seeking an energetic passionate team building EEC Certified Assistant Director to help operate a center of 87 kids overseen by a Center Director Must be EEC Infant Toddler LEAD certified as well as EEC Preschool LEAD Great growth opportunity Excellent Benefit Package Call for salary information Qualifications EEC Certified Assistant Director II 3 5 years of progressive supervisory experience in this capacity of Lead at least 40 children up to 90 Strong analytical and organizational skills Strengths in mentoring and coaching teachers Highly efficient in multi tasking and has the ability to juggle multiple priorities with urgency Excellent problem solving and conflict resolution skills Strong oral and written communications skills technology skills Experience with personnel management and curriculum program planning Bachelor s Degree in Early Childhood Education ECE or related field preferred but not required Please call at 617 294 1888 to set up an interview Benefit Package What We Offer Competitive Salary 60K negotiable 8 Paid Sick Personal Days Health Vision Dental Insurance Company matched 50 Birthday off Paid after 1 year of employment 15 Paid Holidays Juneteenth just added Paid vacations 1st year 1 week PAID 3rd year 2 weeks PAID 5th year 3 weeks PAID A BONUS week off Any unused sick personal time is given back at the end of the year as a bonus Paid Snow Days Emergency Closure Days Discounted Childcare LOW ratios 2 14 and 1 10 Preschool 2 9 Toddlers all classrooms separated by age for ease of planning curriculum and cognitive developmental milestones CPR and First Aid classes done at the center twice per year to recertify Onsite Cook provides ALL meals to the children removing staff responsibility for child specific meals sent in by parents Excellent and strict COVID and other sanitation practices which will keep our employees safe and healthy 2 3 Management staff on site at each location for added staff support Qualifications to work at CPD Has knowledge of EEC regulations safety procedures and protocols CPR and FIRST Aid certified Extremely motivated and has team spirit to develop relationships with coworkers parents and supervisors Responsible trustworthy and dependable Found suitable and meet the requirements from a Background Record Check through EEC We believe here at Childrens Playhouse Inc that taking care of your staff like family creates an environment that is healthy compassionate and supportive We want you to FEEL important comfortable and included here All of the management find responsibility in helping our staff become successful Come see the difference like no other center Equal Opportunity Employer Job Type Full time,1
Afternoon Preschool Teacher,QR Code Link to This Post Arlington Children s Center is a private not for profit year round childcare center located near Arlington Center offering creative team teaching a collegial supportive work environment on going professional development opportunities competitive salary After 30 days of employment you will be eligible for our accrued paid sick time paid holidays including a week in July and December ACC provides a safe and nurturing environment in which children guided and encouraged by a professional staff can delight in growing and learning The overriding strength of ACC lies in our sense of community our respect for each other and our friendly learning approach Our overall goal is to help develop responsible self confident healthy happy and successful children We are accepting resumes and scheduling interviews for an Afternoon Preschool Teacher to work in our 3 4 year old room Monday through Friday 1 00pm 5 30pm The ideal candidate would hold or be working towards a degree in Early Childhood Education or a related field have relevant experience working with children have a Preschool Teacher certificate from the Department of Early Education and Care We do require all staff to be fully vaccination against Covid 19 Arlington Children s Center is an equal opportunity employer ,1
Little Amigos ELC: Teachers Wanted! No se requiere dominio del inglés!,QR Code Link to This Post Little Amigos Early Learning Center is looking for additional Preschool and Toddler teachers and Lead Teachers to join our community We re looking for a dedicated early childhood professional to teach in our nurturing supportive and fun preschool environment Our team is committed to offering our developmentally appropriate play based program with a strong focus on communication and collaboration Job Description JOB TITLE Full Time Preschool and Toddler Teachers Lead Teachers REPORTS TO Director SUPERVISES Assistant Teachers RESPONSIBILITIES Include but are not limited to the following Responsible for the care and education of a classroom of children Plan and implement classroom curriculum Nurture an appealing classroom environment Work closely with co educator to provide a rich curriculum and learning experiences Demonstrate the ability to set and maintain limits for children using positive reinforcement Curriculum has a strong emphasis on language learning and has a christian focus Bilingual Spanish Speaking candidates are strongly encouraged to apply and we welcome teachers of all religious backgrounds We offer exceptional professional development opportunities as well as career assistance and educational grants through the Commonwealth of Mass Promote a positive attitude with fellow staff with families and with key stakeholders MINIMUM QUALIFICATIONS AND REQUIREMENTS Education High School Diploma Certifications EEC Teacher Qualified Will Train and help advance in qualification level Experience Qualifications 1 Ability to relate well with team members children and adults 2 Ability to creatively design and implement curriculum Job Type Full and Part time positions available Our center is open from 7 6pm but hours for staff are flexible Benefits Teacher pay range 20 25 hr Assistant Teacher pay range 18 20 hr Paid vacation sick and personal days Health Insurance offered Paid professional development opportunities No se requiere dominio del ingl s,1
Chess Tutor / Instructor,QR Code Link to This Post Please click this link to apply directly on our Career Portal https chess wizards breezy hr p e5ca9d9a87e8 chess tutor instructor state published Do you love Chess Do you love teaching others Do you have the ability to impart good sportsmanship to youngsters Then you have found the perfect job Chess Wizards is seeking sparkling chess tutors to join our after school enrichment program We re looking for special individuals who can cultivate children s love for the game make chess fun and strengthen our students life skills So if you re looking for a unique side hustle and think you can be a charming chess tutor then apply with Chess Wizards and get paid to teach chess 55 75 per hour and a half session Hours available Between 1 to 5 one hour classes per week in the afternoons how many is up to you Chess Wizards Essentials Some chess ability Champion level is not required just a great attitude USCF rating is a plus Teaching tutoring camp counselor experience is a plus The power to teach young ones that knowledge and creativity are true magic The talent to encourage connections between chess problem solving with real life problem solving Conduct interactive friendly and fun classes with 10 15 kids The sincere drive to be a positive role model and promote good sportsmanship Capability to drive between locations The creativity to fully utilize Chess Wizard s curriculum and class materials Maintain promptness and punctuality Implement CDC School and Chess Wizards COVID 19 prevention practices Chess Wizards tutors receive Full training and ongoing support Full curriculum and materials Free chess classes Opportunities for advancement Work flexibility Great company culture ,1
Chess Tutor / Instructor,QR Code Link to This Post Please click this link to apply directly on our Career Portal https chess wizards breezy hr p c1f1153ea2dd chess tutor instructor state published Do you love Chess Do you love teaching others Do you have the ability to impart good sportsmanship to youngsters Then you have found the perfect job Chess Wizards is seeking sparkling chess tutors to join our after school enrichment program We re looking for special individuals who can cultivate children s love for the game make chess fun and strengthen our students life skills So if you re looking for a unique side hustle and think you can be a charming chess tutor then apply with Chess Wizards and get paid to teach chess 55 75 per hour and a half session Hours available Between 1 to 5 one hour classes per week in the afternoons how many is up to you Chess Wizards Essentials Some chess ability Champion level is not required just a great attitude USCF rating is a plus Teaching tutoring camp counselor experience is a plus The power to teach young ones that knowledge and creativity are true magic The talent to encourage connections between chess problem solving with real life problem solving Conduct interactive friendly and fun classes with 10 15 kids The sincere drive to be a positive role model and promote good sportsmanship Capability to drive between locations The creativity to fully utilize Chess Wizard s curriculum and class materials Maintain promptness and punctuality Implement CDC School and Chess Wizards COVID 19 prevention practices Chess Wizards tutors receive Full training and ongoing support Full curriculum and materials Free chess classes Opportunities for advancement Work flexibility Great company culture ,1
Lead Teacher,QR Code Link to This Post Growing Room Child Development Center is currently hiring full time EEC certified teachers to join our dedicated and professional team We also need part time float staff and will consider flexible schedules If you are new to the field we have opportunities for you too Must be loving creative energetic and have a desire to educate and care for young children We are open Monday Friday from 7 00 am 5 00 pm and the ideal candidate will be available to be scheduled during those hours Visit our website at growingroomberlin com and see what makes Growing Room a special place for children and an exciting and rewarding place for teachers Benefits Employee discountFlexible schedulePaid time offProfessional development assistanceTuition reimbursementEducation High school or equivalent Preferred Experience Early Childhood Education 1 year Preferred License Certification EEC Certification Preferred Salary 34 000 40 000 Yearly Apply Now ,1
Assistant Teacher,QR Code Link to This Post Do these values describe you Are you passionate about making a difference in a child s life If so come join our growing team of professional teachers at the Growing Room Child Development Center of Berlin Growing Room is an education based center where each child is encouraged to reach their potential Instilling a lifelong love of learning is a goal for each child when they walk through our doors We have a fantastic work environment based on a collaborative culture You will enjoy state of the art classrooms and materials We offer paid time off professional development and long and short term disability All candidates must pass a background check get CPR First Aid certified and have a high school diploma or GED Growing Room provides a weekly curriculum that allows creative freedom for your unique teaching qualities to shine through We provide all curriculum materials for you because we want to see you succeed in the classroom Visit our website at growingroomberlin com and see what makes Growing Room a special place for children and an exciting and rewarding place for teachers Benefits Disability insuranceEmployee discountFlexible scheduleLife insurancePaid time offProfessional development assistanceTuition reimbursementEducation High school or equivalent Preferred Experience Early Childhood Education 1 year Preferred License Certification EEC Certification Preferred Salary 32 000 40 000 Apply Now ,1
MIDDLE SCHOOL LEARNING CENTER SUPPORT STAFF,QR Code Link to This Post The Clark School in Rowley MA is searching for a full time learning center support staffer whose responsibilities would include supporting students in our Middle School program grades 6 8 Candidates should have experience supporting students with content across the curriculum including but not limited to Language Arts Social Studies Math and Science This position reports to the Director of Academic Support and the K 8 Team Lead Qualified Applicants Have earned a Bachelor s degree or higher in Education preferably Special Ed Have 1 3 years experience working with middle school students and proven skills working with Special Ed students in those grades Will connect with students and provide an enjoyable learning experience Duties and Responsibilities may include but are not limited to Read and understand student support documents present relevant information to staff as needed Teach scheduled sections of Directed Learning periods Small group or one to one lesson reinforcement and testing support Assist students with organizational skills and study skills Support in all curricular areas Participate in curriculum development faculty and division meetings and professional growth endeavors Reading and understanding student support documents present that information to staff Utilize technology for instructing students maintaining grades communicating information to parents and promoting student and program achievements Assist the classroom teacher in maintaining standards of student behavior for a productive learning environment Respect and value individual differences and diversity model non discriminatory practices in all activities Evaluate academic and social growth of students and keep appropriate records while communicating with students and parents on student progress Maintain standards of student behavior for a positive and productive learning environment Collaborate with peers to plan activities and monitor student progress Work with a team of educators to create a positive learning environment Adhere to policies and procedures as outlined in the Employee Handbook Knowledge Skills Abilities Ability to work with other content area teachers to maintain and order materials Flexibility in all areas including but not limited to Content delivery methods Assessment methods Coursework requirements as applied to individual students on a case by case basis Working with other teachers to provide curriculum connections appropriate for both grade level and ability level Significant use of technology while delivering the curriculum and content including but not limited to Use of the Google Suite across multiple devices Use of Student Information System Alma in conjunction with Google Classroom Specific Training Skills Google Level 1 Educator certification Learning Center Staff may also be asked to teach an elective or to cover study halls in addition to other after school academic requirements This role may offer the opportunity to lead or take part in enrichment classes after school activities and or summer camp as available and desired A Massachusetts teaching certificate is a plus but not required All employees are subject to a fingerprint check and a background investigation per state law Working conditions for this position may include standing sitting bending lifting being outside in cold or hot weather The Clark School is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived race creed color religion alienage or national origin ancestry citizenship status age disability or handicap sex marital status veteran status sexual orientation genetic information arrest record or any other characteristic protected by applicable federal state or local laws Our management team is dedicated to this policy with respect to recruitment hiring placement promotion transfer training compensation benefits employee activities and general treatment during employment ,1
Afterschool Program Staff,QR Code Link to This Post We are currently searching for a reliable caring person for our part time After School Staff member position The After School Staff will manage our after school drop in service for students in grades K through 8 The weekly schedule is Monday through Friday from 3 00 pm to 5 00 pm each day The position runs through the end of the 2022 2023 school year The After School Staff member must be flexible have a positive attitude and be able to kindly manage a large group of students both indoors and outside as weather permits All applicants must have the following A high school degree or higher Experience with children in this age group General computer knowledge to manage the student check in check out system Excellent attendance Ability to pass a CORI and fingerprint check Fluency in English and be able to work both independently and as part of a team Commitment to the philosophy and goals of the School Patience and display willingness to work with students and their parents Possess and utilize skills in the areas of leadership crisis management organization and verbal communication General Responsibilities Track student program attendance Clearly communicate any student or space issues with School administrators Be sensitive to the needs of people especially students and their parents and show a pleasant disposition to all people in all situations Adhere to all policies and procedures listed in the School s Employee Handbook Physical Demands While performing the duties of this job the employee is regularly required to stand walk use hands to handle or feel objects tools or controls and talk or hear The employee must occasionally lift and or move up to 30 pounds A Massachusetts teaching certificate is not required We pay on allocated holidays and snow days that fall on scheduled work days All employees are subject to a CORI background investigation and fingerprinting per state law ,1
Toddler & Preschool Teachers,QR Code Link to This Post Are you looking for a Career where you can make a difference THAN THIS JOB IS FOR YOU Beverly Children s Learning Center is looking for Job Description JOB TITLE Full Time Preschool and Toddler Teachers REPORTS TO Director of Early Education SUPERVISES No one RESPONSIBILITIES Include but are not limited to the following Responsible for the care and education of a classroom of children Plan and implement classroom curriculum Role model appealing classroom environment Work closely with co educator to provide a rich curriculum and learning experiences Demonstrate the ability to set and maintain limits for children using positive reinforcement Curriculum has a strong emphasis on Nature Program is surrounded by 2 5 acres of natural playground and wetlands We offer exceptional Professional development opportunities as well as career assistance and educational grants through the Commonwealth of Mass Promote a positive attitude with fellow staff with families and with key stakeholders We offer an excellent benefits package MINIMUM QUALIFICATIONS AND REQUIREMENTS Education High School Diploma Certifications EEC Teacher Qualified Will Train Experience Qualifications 1 Ability to relate well with team members children and adults 2 Ability to creatively design and implement curriculum 3 At least 1 year of experience preferred PHYSICAL REQUIREMENTS The ability to lift up to 60 pounds The ability to respond quickly to sounds The ability to move safely over uneven terrain or in confined spaces The ability to see and respond to dangerous situations The ability to position self to play with children on the floor Job Type Full and Part time positions available,1
Assistant Director Early Childhood Education,QR Code Link to This Post Assistant Director Center Coordinator The Goddard School in Saugus Ma on the Melrose line Job Description Looking for a motivated self starter for a Assistant Director s position at our school A bachelor s degree or higher in Early Childhood Education Child Development or Physical Education is highly encouraged EEC lead teacher I T PS certification with DI or DI and DII certification Management experience working in an office of a licensed childcare center or preschool is required A candidate must have strong leadership skills excellent communication skills and have a good understanding of age appropriate activities for young children Our perfect candidate will be fun loving and eager to take on tasks as they need to be accomplished A people person who works well with a team but can also accomplish tasks independently Job Description Our School uses a professional approach to provide the highest standard in health safety and develop a life long love of learning Our faculty is comprised of caring and dedicated teachers who understand each child s needs The faculty members are highly qualified childhood educators who use their creativity and the state specific learning outcomes as the basis for unique lesson plans brought to life in a fun and imaginative way Independence ability to facilitate and plan break schedules ability to work an exempt schedule which may run more than 40 hours excellent communicator but someone who can bridge the gap with subordinates while maintaining administrative professionalism ability to motivate and inspire others The Center Coordinator Assistant Director responsibilities include 60 Classroom Duties Event Planning and Oversight Ability to work independently with a small team Overseeing preschool operations including human resources quality assurance and facility operations as needed Developing strong relationships with our families Ability to take on evolving projects and responsibilities as the role grows Comfortable with transferring messages information to the appropriate administrator as needed Team Player Facilitating Staff Appreciation Events Mandatory attendance at Saturday Events Event Marketing facilitation Complying with state childcare licensing regulations which include child and employee files filing on an as needed basis Projecting a positive and upbeat attitude while working in a fast paced environment Demonstrating highly effective organizational time management and multitasking skills Having a genuine love for children and a strong commitment to education Looking for a grab the bull by the horns candidate Highly motivated and driven candidates please apply Our School Offers Competitive Compensation Comprehensive Benefits including Health Dental Vision Professional Development State of the Art Facilities Community Outreach Resource Programs Affiliation with Leaders in the Childcare Field Qualifications EEC LEAD I T and PS Director I or Director I and II BA or BS Degree in Education Prior Managerial Experience in a Early Education Setting Excellent Verbal and Written Communication Skills Team Builder Commitment to Professional Development Please see Job Description ,1
Preschool Float Teacher,QR Code Link to This Post Arlington Children s Center is a private not for profit year round childcare center located near Arlington Center offering creative team teaching a collegial supportive work environment on going paid professional development opportunities competitive salary After 30 days of employment 88 paid health insurance benefits 100 paid dental disability and life insurance benefits generous paid time off including a week in December and July holidays yearly increasing vacation time 2 personal days 2 professional days and 12 sick days We are looking for a qualified and enthusiastic teacher with a positive vibe to float where needed between our Toddler Preschool Kindergarten and School Age after school rooms Arlington Children s Center provides a safe and nurturing environment in which children guided and encouraged by a professional staff can delight in growing and learning The overriding strength of ACC lies in our sense of community our respect for each other and our friendly learning approach Our overall goal is to help develop responsible self confident healthy happy and successful children The ideal candidate should hold a degree in Early Childhood or related field have relevant experience working with children have or be eligible for a Teacher certificate from the Department of Early Education and Care We do require all staff to be fully vaccinated against Covid 19 Arlington Children s Center is an equal opportunity employer ,1
Transitional Kindergarten Teacher- Afternoons,QR Code Link to This Post Arlington Children s Center is a private not for profit year round childcare center located near Arlington Center offering creative team teaching a collegial supportive work environment on going professional development opportunities competitive salary After 30 days of employment you will be eligible for our accrued paid sick time paid holidays ACC provides a safe and nurturing environment in which children guided and encouraged by a professional staff can delight in growing and learning The overriding strength of ACC lies in our sense of community our respect for each other and our friendly learning approach Our overall goal is to help develop responsible self confident healthy happy and successful children We are accepting resumes and scheduling interviews for an up beat energetic afternoon teacher with a positive vibe to join our Transitional Kindergarten team Monday through Friday 1 15pm 5 15pm The ideal candidate would hold or be working towards a degree in Early Childhood Education or a related field have relevant experience working with children have the credentials to be eligible for a Teacher certificate from the Department of Early Education and Care We do require all staff to be fully vaccinated against Covid 19 Arlington Children s Center is an equal opportunity employer ,1
Clinician,QR Code Link to This Post Centerboard has two exciting Clinical openings One is working in the We Rise program as part of the Community sector for Centerboard and the other will divide their time between the Phoenix Rising Pre Independent and Young Parent Living Programs The Clinician will be responsible for providing the residents with individual group and family therapy and oversee all aspects of the treatment envelope and provide clinical support to all program staff Clinicians are viewed as an integral part of the treatment administrative team Clinicians will interpret operationalize the practical application of a Trauma Informed theoretical treatment framework into practice in the milieu ESSENTIAL JOB FUNCTIONS Review referral packets and interview prospective youth residents for Phoenix Rise and YYAGR all clinical operations and case management staff Complete trauma informed intake all clinical and case management staff Complete initial and ongoing risk and safety assessment and planning Complete CANS Biopsychosocial and other assessments as needed Develop initial and ongoing treatment plans in collaboration with youth and treatment team Oversee implementation of treatment plan interventions Provide ongoing coordination services for all identified need areas including physical and mental health behavior support education vocational permanency parenting if applicable social services Clinical and case management staff Provide individual group and family therapy services as indicated Coordinate individual group and family therapy services as indicated Clinician and case managers Conduct home visits as needed to ensure youth safety during planned visitation all clinical and case management staff Facilitate in house psych educational therapeutic and skill building opportunities groups as required by program contracts all clinical and case management staff Meet weekly with each youth to review treatment plan and progress Evaluate collected data and adjust interventions as needed to support youth progress Collaborate with internal team through weekly clinical and staff meetings critical case review and clinical supervision to review youth treatment and progress Collaborate with youth and treatment team to develop and implement an appropriate and supportive discharge plan Coordinate referrals to community based services to ensure continuity of services throughout treatment and post discharge Maintain cooperation and communication among entire treatment team through at least weekly contact with team members and quarterly treatment team meetings Provide milieu support to youth and staff behavior management crisis intervention Work closely with Case Managers to ensure well rounded care and support is provided to individual Provide on call support all clinical staff Complete all required documentation maintain client treatment record o Obtain required training for Agency and job position in addition to any other training mandated by Centerboard including multi culturally awareness orientation o Complete other tasks or job assignments as required COMPETENCIES AND QUALIFICATIONS Masters degree in a related field License to practice as a clinician min LCSW Certification or working towards obtaining licensure Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings Must have a valid driver s license and the ability to use personal vehicle may also be required Have the ability to work with a Diversity Equity and Inclusion lens with clients staff and collaterals https workforcenow adp com mascsr default mdf recruitment recruitment html cid 77ae1eae 436b 4b2a adb1 cf708eaeee3a,1
Family Advocate - Young Parent Living Program (Lynn & Melrose),QR Code Link to This Post Family Advocate Lynn or Melrose Location Evening and Overnight shifts available Evening Hours 3pm 11pm Overnight Hours 11pm 7am or 12am 8am General Summary Family Advocate The primary focus of the Family Advocate is to provide support and services to the youth population served in a well defined and coordinated manner Each Family Advocate will work collaboratively to manage a case load of residential families The Family Advocate will also be responsible as part of the team or while alone on shift for the safety of all residents and the facility Essential Job Functions Research community based services and resources in the area that could be beneficial for residents and their children as needed Maintain and model healthy relationships and confidentiality with residents as well as coworkers Demonstrate the ability to manage through crisis situations with residents and their children in a timely and appropriate manner Oversee each resident family s participation in shared chore responsibility assist and train where needed Maintain awareness of physical facility maintenance and unit furnishings report any concerns to Program Director or through existing documentation process Support incoming families with all immediate needs i e food clothing hygiene products medical appointments etc Conduct intake with new residents including house tour and orientation gathering of important resident information and documentation fridge and cabinet location daily check in and out procedures chore responsibilities location of important documents and memos etc Provide comprehensive family life advocacy to include but not be limited to o Assisting with benefit acquisition and use of benefits o Providing for and facilitating group workshops and skill building sessions in the areas of parenting budget and housing family management education employment independent living skills life skills and nutrition o Facilitating housing search process completing and sending out housing applications Centerboard is offering an opportunity to work in a supportive environment with flexible scheduling full benefits with afternoon weekend and overnight shifts available If you are looking for a second job or to get back into the workforce change of career or have experience or a desire to work with children and teen moms please consider applying to Centerboard Teen Parenting Program https workforcenow adp com mascsr default mdf recruitment recruitment html cid 77ae1eae 436b 4b2a adb1 cf708eaeee3a ccId 19000101 000001 jobId 441303 source CC2 lang en US,0
Freelance translators,QR Code Link to This Post Translations Boston Inc is seeking freelance translators interpreters within the city of Boston who can translate interpret into Arabic Cape Verdean Creole Chinese Simplified French Haitian Creole Brazilian Portuguese Russian Somali Spanish Vietnamese Requirements Bachelor s degree Native speaker of the target language At least one year of hands on translation experience Be able to work fast turnarounds Be able to work with Word Excel and PowerPoint documents Reply with the latest copy of your resume Translations Boston Inc is a professional translation service providing language support to businesses in Greater Boston area ,1
Part-time Portuguese teacher,QR Code Link to This Post Merrimack Language School located in downtown Lowell is currently seeking applications for a part time Portuguese teacher who can begin with teaching a weekly class of adult students from 6 pm to 8 30 pm Requirements Bachelor s degree or equivalent At least one year of teaching experience in any capacity private or institutional Native speaker of the language Available to teach once a week in the evenings Must have valid work visa green card or U S citizenship Suitable for candidates from greater Lowell area Merrimack Language School offers foreign language and English programs in a classroom setting The language programs are taught throughout the year in six 6 week sessions with 2 5 hour weekly evening classes The instruction is designed for adults and professionals who are interested in learning a language at a fast pace For more information visit merrimacklanguage com Merrimack Language School is an equal opportunity employer All applicants will be considered for employment without attention to race color religion sex sexual orientation gender identity national origin veteran or disability status ,1
